2208700;Redenção do Gurguéia;;;PI
2208809;Regeneração;;;PI
2208858;Riacho Frio;;;PI
2208874;Ribeira do Piauí;;;PI
2208908;Ribeiro Gonçalves;;;PI
2209005;Rio Grande do Piauí;;;PI
2209104;Santa Cruz do Piauí;;;PI
2209153;Santa Cruz dos Milagres;;;PI
2209203;Santa Filomena;;;PI
2209302;Santa Luz;;;PI
2209377;Santa Rosa do Piauí;;;PI
2209351;Santana do Piauí;;;PI
2209401;Santo Antônio de Lisboa;;;PI
2209450;Santo Antônio dos Milagres;;;PI
2209500;Santo Inácio do Piauí;;;PI
2209559;São Braz do Piauí;;;PI
2209609;São Félix do Piauí;;;PI
2209658;São Francisco de Assis do Piauí;;;PI
2209708;São Francisco do Piauí;;;PI
2209757;São Gonçalo do Gurguéia;;;PI
2209807;São Gonçalo do Piauí;;;PI
2209856;São João da Canabrava;;;PI
2209872;São João da Fronteira;;;PI
2209906;São João da Serra;;;PI
2209955;São João da Varjota;;;PI
2209971;São João do Arraial;;;PI
2210003;São João do Piauí;;;PI
2210052;São José do Divino;;;PI
2210102;São José do Peixe;;;PI
2210201;São José do Piauí;;;PI
2210300;São Julião;;;PI
2210359;São Lourenço do Piauí;;;PI
2210375;São Luis do Piauí;;;PI
2210383;São Miguel da Baixa Grande;;;PI
2210391;São Miguel do Fidalgo;;;PI
2210409;São Miguel do Tapuio;;;PI
2210508;São Pedro do Piauí;;;PI
2210607;São Raimundo Nonato;;;PI
2210623;Sebastião Barros;;;PI
2210631;Sebastião Leal;;;PI
2210656;Sigefredo Pacheco;;;PI
2210706;Simões;;;PI
2210805;Simplício Mendes;;;PI
2210904;Socorro do Piauí;;;PI
2210938;Sussuapara;;;PI
2210953;Tamboril do Piauí;;;PI
2210979;Tanque do Piauí;;;PI
2211001;Teresina;;;PI
2211100;União;;;PI
2211209;Uruçuí;;;PI
2211308;Valença do Piauí;;;PI
2211357;Várzea Branca;;;PI
2211407;Várzea Grande;;;PI
2211506;Vera Mendes;;;PI
2211605;Vila Nova do Piauí;;;PI
2211704;Wall Ferraz;;;PI
